# h,k,F.real,F.imag
-14, -14, 3.944323e-01, 8.659740e-15
-14, -13, -2.635141e+00, 2.903233e-14
-14, -12, -2.061057e+01, -2.556289e-14
-14, -11, 1.284243e+01, 3.913536e-14
-14, -10, -2.851379e+00, 5.939693e-15
-14, -9, -4.245613e+00, -1.133468e-14
-14, -8, 4.690766e+00, 6.383782e-15
-14, -7, 3.490934e+00, 5.012657e-14
-14, -6, -1.101146e+01, -1.940115e-14
-14, -5, -1.825338e+01, -3.813616e-14
-14, -4, -1.789365e+01, -4.074519e-14
-14, -3, 9.639770e+00, 3.902434e-14
-14, -2, -3.801454e+00, 2.360612e-14
-14, -1, 8.246165e+00, -4.551914e-15
-14, 0, -1.915135e-15, 2.026157e-14
-14, 1, -8.246165e+00, -5.145884e-14
-14, 2, -3.801454e+00, -5.001555e-14
-14, 3, -9.639770e+00, 1.221245e-15
-14, 4, -1.789365e+01, -3.996803e-15
-14, 5, 1.825338e+01, 5.082046e-14
-14, 6, -1.101146e+01, 4.385381e-14
-14, 7, -3.490934e+00, -3.241851e-14
-14, 8, 4.690766e+00, -1.143530e-14
-14, 9, 4.245613e+00, 7.638334e-14
-14, 10, -2.851379e+00, -4.884981e-15
-14, 11, -1.284243e+01, 2.220446e-14
-14, 12, -2.061057e+01, 4.808653e-14
-14, 13, 2.635141e+00, -9.492407e-15
-14, 14, 3.944323e-01, 3.053113e-14
-13, -14, -4.524159e-15, 2.635141e+00
-13, -13, 6.106227e-16, -2.098503e+00
-13, -12, -2.803313e-15, -1.971989e+00
-13, -11, 1.063039e-14, -1.741665e+00
-13, -10, -1.604272e-14, 6.750573e+00
-13, -9, 3.197442e-14, -1.202808e+01
-13, -8, -2.432776e-14, 6.857423e+00
-13, -7, -1.909584e-14, -6.148407e+00
-13, -6, -6.050715e-14, 9.029821e+00
-13, -5, 3.147482e-14, -4.955598e+00
-13, -4, -3.208545e-14, 5.878714e+00
-13, -3, 1.021405e-14, -1.529969e+00
-13, -2, -2.942091e-15, 2.178384e+00
-13, -1, -1.920686e-14, 1.198155e+01
-13, 0, 2.503553e-14, 2.942091e-14
-13, 1, -2.231548e-14, 1.198155e+01
-13, 2, 1.304512e-15, -2.178384e+00
