# h,k,F.real,F.imag
-8, 4, 7.726254e-01, 2.362130e-15
-8, 5, -3.284231e-15, -1.132427e-14
-8, 6, 7.273681e-01, -8.100144e-16
-8, 7, 1.726276e-14, 1.088019e-14
-8, 8, 1.922570e+01, 0.000000e+00
-8, 9, -1.246161e-14, 1.387779e-14
-8, 10, 4.474271e+00, 6.810060e-15
-8, 11, -1.048757e-14, 3.108624e-15
-8, 12, 1.277911e+00, -5.289620e-15
-8, 13, 3.342425e-15, -2.886580e-15
-8, 14, -5.773282e-01, -2.715657e-15
-7, -14, -1.854701e-15, 4.440892e-16
-7, -13, 2.775558e-15, 6.084255e-15
-7, -12, -1.528887e-14, -4.440892e-15
-7, -11, 3.774758e-15, -1.012880e-14
-7, -10, -1.088405e-14, -1.110223e-14
-7, -9, 8.215650e-15, 3.663736e-15
-7, -8, 1.217311e-14, -1.287859e-14
-7, -7, -1.110223e-15, 1.409333e-14
-7, -6, -1.313925e-14, 2.353673e-14
-7, -5, 3.996803e-15, -1.110223e-15
-7, -4, -3.506826e-14, 4.884981e-15
-7, -3, 2.886580e-15, -6.487996e-15
-7, -2, 1.195654e-15, -1.465494e-14
-7, -1, -2.442491e-15, -1.621770e-15
-7, 0, 2.943824e-14, -2.220446e-14
-7, 1, -4.440892e-15, 4.440892e-15
-7, 2, -3.459581e-15, 3.108624e-15
-7, 3, -1.110223e-15, 3.885781e-15
-7, 4, -2.075061e-14, 7.105427e-15
-7, 5, 1.110223e-15, -3.996803e-15
-7, 6, -1.186975e-14, -1.332268e-15
-7, 7, 2.220446e-16, 0.000000e+00
-7, 8, 1.720725e-14, -1.110223e-14
-7, 9, -1.110223e-15, 2.553513e-15
-7, 10, 1.162086e-15, -1.998401e-15
-7, 11, 1.110223e-16, 1.840787e-15
-7, 12, -1.230134e-14, 2.886580e-15
-7, 13, -5.551115e-16, -3.996803e-15
-7, 14, -7.928994e-15, -2.664535e-15
-6, -14, 6.839911e+00, 1.523199e-14
-6, -13, 6.116349e-16, -8.215650e-15
-6, -12, 3.262460e+00, -5.996528e-15
-6, -11, -5.368002e-15, -1.809664e-14
-6, -10, 9.150208e+00, 6.961242e-15
-6, -9, -2.735614e-15, 1.776357e-15
-6, -8, 7.273681e-01, 6.246574e-15
-6, -7, -1.325027e-14, 2.353673e-14
-6, -6, 1.605225e+01, 1.007078e-14
-6, -5, -2.909928e-14, -9.992007e-15
-6, -4, 7.755283e+00, -2.108349e-14
-6, -3, -5.410872e-15, -4.440892e-15
-6, -2, 2.272270e+01, 2.560040e-14
-6, -1, -5.999004e-15, -1.154632e-14
-6, 0, 5.758558e-01, 3.973503e-15
-6, 1, -8.108428e-15, 4.440892e-16
-6, 2, 2.272270e+01, 1.232836e-14
-6, 3, -3.720848e-15, 6.217249e-15
-6, 4, 7.755283e+00, -1.643681e-15
-6, 5, -3.158927e-15, 5.773160e-15
-6, 6, 1.605225e+01, 0.000000e+00
-6, 7, -1.198077e-14, 1.110223e-15
-6, 8, 7.273681e-01, 6.989921e-16
-6, 9, 4.325862e-15, -6.661338e-16
-6, 10, 9.150208e+00, -6.084058e-15
-6, 11, -2.718222e-15, 8.992806e-15
-6, 12, 3.262460e+00, 2.637075e-15
-6, 13, -8.122096e-15, 2.220446e-16
-6, 14, 6.839911e+00, -1.010175e-14
-5, -14, -2.430664e-15, -1.243450e-14
-5, -13, -1.998401e-15, 1.526414e-15
-5, -12, -2.208625e-15, -7.993606e-15
-5, -11, -4.884981e-15, -2.720046e-15
-5, -10, 7.093219e-15, 7.327472e-15
-5, -9, -7.105427e-15, 5.732555e-15
-5, -8, -9.213813e-15, 2.264855e-14
-5, -7, 3.996803e-15, -1.221245e-15
-5, -6, -2.909928e-14, -9.769963e-15
-5, -5, 4.440892e-16, -2.449236e-14
-5, -4, -2.240628e-14, -3.641532e-14
-5, -3, 4.884981e-15, 2.164935e-15
-5, -2, 1.008276e-14, -8.881784e-16
-5, -1, -9.769963e-15, 6.661338e-16
-5, 0, -1.038061e-14, 3.819167e-14
-5, 1, 3.108624e-15, -2.914335e-15
-5, 2, 1.139620e-15, -4.440892e-15
-5, 3, 4.440892e-16, -6.661338e-16
-5, 4, -9.365901e-15, -2.753353e-14
-5, 5, 2.220446e-15, 0.000000e+00
-5, 6, -2.936883e-15, -5.773160e-15
-5, 7, 8.881784e-16, 4.218847e-15
-5, 8, -2.729119e-15, 1.110223e-14
-5, 9, 1.776357e-15, 6.357056e-15
-5, 10, 8.958161e-16, -3.330669e-15
-5, 11, -1.776357e-15, 6.661338e-16
-5, 12, -8.298167e-15, -4.884981e-15
-5, 13, 1.998401e-15, -6.938751e-15
-5, 14, -5.475160e-15, -7.327472e-15
-4, -14, 4.415069e+00, -6.876719e-15
-4, -13, -1.748427e-14, 1.998401e-15
-4, -12, 1.589697e+01, 9.235520e-15
-4, -11, 1.538577e-14, -2.342571e-14
-4, -10, -5.779163e-01, 8.901171e-15
-4, -9, 8.522276e-15, 1.354472e-14
-4, -8, 7.726254e-01, 3.353745e-14
-4, -7, -3.462417e-14, 4.884981e-15
-4, -6, 7.755283e+00, -2.108349e-14
-4, -5, -2.151811e-14, -3.597123e-14
-4, -4, 5.207297e+01, 2.592619e-14
-4, -3, -2.502166e-15, -1.687539e-14
-4, -2, 5.106223e+00, 2.248108e-16
-4, -1, -8.935787e-15, 8.881784e-15
-4, 0, 1.487396e+00, 1.135679e-14
-4, 1, -3.699494e-15, 4.440892e-16
-4, 2, 5.106223e+00, -1.109301e-15
-4, 3, 2.397171e-14, 1.731948e-14
-4, 4, 5.207297e+01, 0.000000e+00
-4, 5, -1.136430e-14, 2.708944e-14
-4, 6, 7.755283e+00, 1.421636e-15
-4, 7, -2.075061e-14, -7.327472e-15
-4, 8, 7.726254e-01, -2.362130e-15
-4, 9, 2.999131e-15, -1.354472e-14
-4, 10, -5.779163e-01, -5.631283e-15
-4, 11, 1.754263e-14, 1.543210e-14
-4, 12, 1.589697e+01, 1.335811e-15
-4, 13, -1.158786e-14, -8.881784e-16
-4, 14, 4.415069e+00, 8.255059e-15
-3, -14, -2.762578e-15, 2.442491e-15
-3, -13, 1.221245e-14, 8.215650e-15
-3, -12, 2.095259e-15, -1.199041e-14
-3, -11, 1.110223e-15, 1.576072e-15
-3, -10, -1.342172e-14, 8.881784e-16
-3, -9, -7.993606e-15, -5.615754e-15
-3, -8, -1.787391e-14, -6.661338e-15
-3, -7, 2.442491e-15, -6.710040e-15
