# h,k,F.real,F.imag
-14, -14, 3.277926e+00, 5.529515e-15
-14, -13, 3.994433e-15, -1.554312e-15
-14, -12, 4.079519e-01, -5.620244e-15
-14, -11, -1.173947e-15, -1.443290e-15
-14, -10, 4.159767e+00, 8.820305e-15
-14, -9, 1.070710e-15, -3.552714e-15
-14, -8, 5.494366e-01, 2.593356e-15
-14, -7, 2.887415e-15, 1.221245e-15
-14, -6, 5.096371e+00, 1.295458e-14
-14, -5, 4.841174e-15, -3.552714e-15
-14, -4, 6.843569e-01, -4.027249e-15
-14, -3, -4.835341e-15, 2.220446e-15
-14, -2, 5.757234e+00, 1.257351e-14
-14, -1, -4.366330e-15, -3.108624e-15
-14, 0, 7.408655e-01, 2.984376e-15
-14, 1, 1.558841e-16, 3.108624e-15
-14, 2, 5.757234e+00, 6.078745e-15
-14, 3, -3.739798e-15, -2.220446e-15
-14, 4, 6.843569e-01, -5.319389e-15
-14, 5, -1.352998e-15, 8.881784e-16
-14, 6, 5.096371e+00, 3.592329e-15
-14, 7, -2.821159e-15, 1.221245e-15
-14, 8, 5.494366e-01, 1.266138e-15
-14, 9, -1.517741e-15, 1.332268e-15
-14, 10, 4.159767e+00, 1.470051e-15
-14, 11, -2.721962e-15, 3.386180e-15
-14, 12, 4.079519e-01, -1.516415e-16
-14, 13, -1.431046e-16, -1.665335e-16
-14, 14, 3.277926e+00, 0.000000e+00
-13, -14, 3.994433e-15, -1.554312e-15
-13, -13, 0.000000e+00, -5.876783e-15
-13, -12, -1.401749e-15, 2.109424e-15
-13, -11, 0.000000e+00, 2.958228e-31
-13, -10, 1.583222e-15, -1.998401e-15
-13, -9, 0.000000e+00, 7.146536e-15
-13, -8, 2.185583e-15, 2.886580e-15
-13, -7, 0.000000e+00, 6.851923e-15
-13, -6, 1.963737e-15, -2.664535e-15
-13, -5, 0.000000e+00, 5.242105e-15
-13, -4, -6.882331e-15, 3.552714e-15
-13, -3, 0.000000e+00, 3.171651e-15
-13, -2, 2.245844e-15, -2.886580e-15
-13, -1, 0.000000e+00, 5.834307e-15
-13, 0, -7.393335e-15, 3.552714e-15
-13, 1, 0.000000e+00, 7.526521e-16
-13, 2, -1.512936e-15, -2.886580e-15
-13, 3, 0.000000e+00, 7.217035e-16
-13, 4, -4.506032e-15, 4.440892e-16
-13, 5, 0.000000e+00, 5.242105e-15
-13, 6, -2.273485e-16, 4.440892e-16
-13, 7, 0.000000e+00, 2.677608e-15
-13, 8, -4.744851e-15, 2.220446e-16
-13, 9, 0.000000e+00, 5.095943e-16
-13, 10, -1.832950e-16, 2.220446e-16
-13, 11, 0.000000e+00, 4.190764e-15
-13, 12, -2.965783e-15, 2.220446e-16
-13, 13, 0.000000e+00, 0.000000e+00
-13, 14, -1.431046e-16, 2.220446e-16
-12, -14, 4.079519e-01, -5.620244e-15
-12, -13, -1.401749e-15, 2.164935e-15
-12, -12, 4.256603e+00, 9.022904e-15
-12, -11, 1.355753e-15, -6.217249e-15
-12, -10, 5.892293e-01, 2.763055e-15
-12, -9, -1.263060e-15, 9.992007e-16
-12, -8, 5.575449e+00, 1.847890e-14
-12, -7, 1.109026e-15, -4.440892e-15
-12, -6, 8.041488e-01, -4.555543e-15
-12, -5, -8.799471e-16, 2.220446e-15
-12, -4, 6.896975e+00, 9.697843e-15
-12, -3, -4.953518e-15, -4.329870e-15
-12, -2, 9.534392e-01, -1.920285e-15
-12, -1, -5.964720e-15, 3.441691e-15
-12, 0, 7.502163e+00, 7.910759e-15
-12, 1, -4.523229e-15, -3.441691e-15
-12, 2, 9.534392e-01, -1.371632e-15
-12, 3, -2.191090e-15, 7.771561e-16
-12, 4, 6.896975e+00, 4.848921e-15
-12, 5, -3.432683e-15, 1.110223e-15
-12, 6, 8.041488e-01, -3.137432e-15
-12, 7, -1.189043e-15, 1.443290e-15
-12, 8, 5.575449e+00, 1.962921e-15
-12, 9, -3.298699e-15, 1.665335e-15
-12, 10, 5.892293e-01, 1.717977e-15
-12, 11, -4.319989e-16, 3.996803e-15
-12, 12, 4.256603e+00, 0.000000e+00
-12, 13, -2.965783e-15, -2.220446e-16
-12, 14, 4.079519e-01, 1.516415e-16
-11, -14, -1.173947e-15, -1.443290e-15
-11, -13, 0.000000e+00, 1.972152e-31
-11, -12, 1.355753e-15, -6.217249e-15
-11, -11, 0.000000e+00, 7.686179e-15
-11, -10, 2.563652e-15, -1.998401e-15
-11, -9, 0.000000e+00, 1.578237e-15
-11, -8, 6.554680e-15, -8.437695e-15
-11, -7, 0.000000e+00, -5.834307e-15
-11, -6, -7.465107e-15, -2.664535e-15
-11, -5, 0.000000e+00, -3.723331e-15
-11, -4, -3.745145e-15, -1.088019e-14
-11, -3, 0.000000e+00, -9.344654e-16
-11, -2, -8.950911e-15, -3.330669e-15
-11, -1, 0.000000e+00, -9.766887e-16
-11, 0, -4.135066e-15, -1.199041e-14
-11, 1, 0.000000e+00, -7.593728e-15
-11, 2, -5.705895e-15, -7.327472e-15
-11, 3, 0.000000e+00, -7.224603e-15
-11, 4, -7.288649e-16, -6.883383e-15
-11, 5, 0.000000e+00, -3.723331e-15
-11, 6, -4.758747e-15, -6.217249e-15
-11, 7, 0.000000e+00, -7.526521e-16
-11, 8, -5.742176e-16, -5.329071e-15
-11, 9, 0.000000e+00, -2.855284e-15
-11, 10, -3.630521e-15, -4.662937e-15
-11, 11, 0.000000e+00, 0.000000e+00
-11, 12, -4.319989e-16, -3.996803e-15
-11, 13, 0.000000e+00, -4.190764e-15
-11, 14, -2.721962e-15, -3.441691e-15
-10, -14, 4.159767e+00, 8.820305e-15
-10, -13, 1.583222e-15, -1.998401e-15
-10, -12, 5.892293e-01, 2.763055e-15
-10, -11, 2.563652e-15, -1.998401e-15
-10, -10, 5.757234e+00, 1.459976e-14
-10, -9, 1.500151e-15, -5.107026e-15
-10, -8, 8.748122e-01, -4.894210e-15
-10, -7, -7.003962e-15, 1.887379e-15
-10, -6, 7.849803e+00, 1.103722e-14
-10, -5, -5.371451e-15, -5.662137e-15
-10, -4, 1.136874e+00, 1.094518e-15
-10, -3, -7.987755e-15, 3.774758e-15
-10, -2, 9.676654e+00, 1.021883e-14
-10, -1, -7.426763e-15, -5.329071e-15
-10, 0, 1.243185e+00, -9.664238e-15
-10, 1, -3.580808e-15, 4.440892e-16
-10, 2, 9.676654e+00, 6.812556e-15
-10, 3, -4.368185e-15, 8.881784e-16
-10, 4, 1.136874e+00, 2.437273e-15
-10, 5, -2.126435e-15, 1.443290e-15
-10, 6, 7.849803e+00, 2.759305e-15
-10, 7, -4.182730e-15, 1.776357e-15
-10, 8, 8.748122e-01, -2.867586e-15
-10, 9, -9.176014e-16, 1.887379e-15
-10, 10, 5.757234e+00, 0.000000e+00
-10, 11, -3.630521e-15, 4.662937e-15
-10, 12, 5.892293e-01, -1.717977e-15
-10, 13, -1.832950e-16, -2.220446e-16
-10, 14, 4.159767e+00, -1.470051e-15
-9, -14, 1.070710e-15, -3.552714e-15
-9, -13, 0.000000e+00, 7.146536e-15
-9, -12, -1.263060e-15, 8.881784e-16
-9, -11, 0.000000e+00, 1.578237e-15
-9, -10, 1.500151e-15, -5.107026e-15
-9, -9, 0.000000e+00, -2.639833e-15
-9, -8, -7.554777e-15, 1.554312e-15
-9, -7, 0.000000e+00, 6.902533e-31
-9, -6, -4.719135e-15, -7.327472e-15
-9, -5, 0.000000e+00, 3.700930e-15
-9, -4, -1.040683e-14, 1.776357e-15
-9, -3, 0.000000e+00, -4.213884e-15
-9, -2, -6.080843e-15, -9.325873e-15
-9, -1, 0.000000e+00, -4.533917e-15
-9, 0, -7.417972e-15, -3.552714e-15
-9, 1, 0.000000e+00, 4.533917e-15
-9, 2, -1.672923e-15, -3.552714e-15
-9, 3, 0.000000e+00, -1.972152e-31
-9, 4, -6.435475e-15, -3.108624e-15
-9, 5, 0.000000e+00, -3.700930e-15
-9, 6, 4.121197e-16, -2.886580e-15
-9, 7, 0.000000e+00, -8.628166e-32
-9, 8, -4.671795e-15, -2.442491e-15
-9, 9, 0.000000e+00, 0.000000e+00
-9, 10, -9.176014e-16, -1.998401e-15
-9, 11, 0.000000e+00, 2.855284e-15
-9, 12, -3.298699e-15, -1.776357e-15
-9, 13, 0.000000e+00, -5.095943e-16
-9, 14, -1.517741e-15, -1.332268e-15
-8, -14, 5.494366e-01, 2.593356e-15
-8, -13, 2.185583e-15, 2.775558e-15
-8, -12, 5.575449e+00, 1.847890e-14
-8, -11, 6.554680e-15, -8.437695e-15
-8, -10, 8.748122e-01, -4.894210e-15
-8, -9, -7.554777e-15, 1.443290e-15
-8, -8, 8.233965e+00, 1.157934e-14
-8, -7, -5.336836e-15, -6.772360e-15
-8, -6, 1.243185e+00, 1.200700e-15
-8, -5, -9.967820e-15, 3.552714e-15
-8, -4, 1.180216e+01, 1.249612e-14
-8, -3, -8.899607e-15, -7.549517e-15
-8, -2, 1.498345e+00, -2.695824e-15
-8, -1, -8.510405e-15, -4.440892e-16
-8, 0, 1.389595e+01, 9.834072e-15
-8, 1, -5.798256e-15, 4.440892e-16
-8, 2, 1.498345e+00, -6.858599e-15
-8, 3, -3.936564e-15, 1.332268e-15
-8, 4, 1.180216e+01, 4.165372e-15
-8, 5, -3.591020e-15, 1.776357e-15
-8, 6, 1.243185e+00, -3.822546e-16
-8, 7, -1.819766e-15, 2.220446e-15
-8, 8, 8.233965e+00, 0.000000e+00
-8, 9, -4.671795e-15, 2.331468e-15
-8, 10, 8.748122e-01, 2.867586e-15
-8, 11, -5.742176e-16, 5.440093e-15
-8, 12, 5.575449e+00, -1.962921e-15
-8, 13, -4.744851e-15, -2.220446e-16
-8, 14, 5.494366e-01, -1.266138e-15
-7, -14, 2.887415e-15, 1.332268e-15
-7, -13, 0.000000e+00, 6.851923e-15
