code,loss,phase
100219,0.004145625142673602,test
100529,0.0009307652480416111,test
100551,0.00023531833459487458,test
100619,0.0007825209204392286,test
100620,0.0008387070552791902,test
100622,0.00735653054113802,test
100789,0.01300615861387497,test
100823,0.016838349808367577,test
102039,0.019441902603564,test
102056,0.010865497757774045,test
102381,0.012290293434316412,test
103395,0.0182271842560554,test
10364,0.0050829946715200865,test
105172,0.05023638932441984,test
105173,0.0012537160812548039,test
1051,0.05991245197910547,test
106701,0.011119209709006091,test
106707,0.037345486486567,test
106748,0.08935856532793619,test
107394,0.03381770889651911,test
107690,0.019728233281671868,test
108048,0.02989485620764966,test
108643,0.12579046464250496,test
108764,0.0014161019800076578,test
109700,0.010033861488070223,test
109708,0.001414724993091575,test
110022,0.0008071940479623046,test
110080,0.00452168806018125,test
110244,0.018560648811455305,test
110313,0.0033392458354358375,test
110399,0.06343032690251327,test
11265,3.573220035563942e-05,test
12173,0.2592105603538903,test
14082,0.003176859936683173,test
1414,0.0014172687112528118,test
14162,0.018415651244412787,test
14396,0.0018657675233083662,test
150093,0.0030676612135358164,test
150208,0.0037809986318364215,test
150209,0.0001544618881560088,test
150211,0.00047026308991733904,test
150470,0.021506798204115402,test
15134,0.06195765863790429,test
151371,0.036117666582565384,test
151499,0.0001834208522563577,test
151503,0.00014366845083621936,test
151516,0.00032774353613995857,test
15171,0.009559649533833264,test
151733,0.017692487189423515,test
151749,0.004926052892817255,test
151841,0.007520047502763074,test
152035,0.0247032335069451,test
152110,0.008444944364847362,test
152207,7.118844014320954e-05,test
152214,0.00015070544532152426,test
152248,0.0015097070537773648,test
152250,0.016789048608107485,test
152258,0.02166919067335883,test
152396,0.010371915999857673,test
152449,0.0015514005655877369,test
152457,0.0016389194885980912,test
152797,0.0027170486186202615,test
153053,0.0018243969041354918,test
153126,0.019982397658054468,test
153210,0.005752389593245344,test
153228,0.0011314392676495533,test
153230,0.00024755446372792296,test
153340,0.047107572808534684,test
153344,0.0017143055330281682,test
153401,0.001638803097065965,test
153404,0.0010402831092608171,test
153500,0.0007028771986735636,test
153687,0.0012157123687403246,test
153730,0.0006032047469722722,test
153733,0.0006087258356160651,test
153757,0.0003753232680939821,test
153972,0.00036675534950499316,test
153977,0.002279714945874199,test
154157,0.00012286721903834286,test
154163,8.429844440839748e-05,test
154391,0.004962708716299024,test
154416,0.0002511466443194833,test
15456,0.002030507534662123,test
154725,0.03935364684706623,test
1547,0.193645030794946,test
154935,0.0007576075007208295,test
154938,0.0009346878304017415,test
154942,0.0017154206389969472,test
155056,0.0041447418811274865,test
155116,0.0003967759170150746,test
155178,0.00019982079458621865,test
155229,0.0020088023912077316,test
155280,8.684216256968298e-05,test
155368,0.0012411983597053321,test
15536,0.05508503997110588,test
155383,0.006354001465782038,test
155712,0.03767751773656829,test
155753,0.0007246499243079126,test
155765,0.03354121048695327,test
155906,0.0012841534055411977,test
155907,0.0008597176041065859,test
156230,0.004913184119389316,test
156470,0.0002682759110077663,test
156491,0.0011495437827397995,test
156530,0.004454833327326053,test
156532,0.0013556084198384742,test
156617,0.003065167243367757,test
156981,0.017464544698853973,test
15732,0.19341987137609382,test
15733,0.00236243835003359,test
157340,8.151255676903081e-05,test
157431,0.003158839899317577,test
158019,0.0021136861798946665,test
158050,0.00019479906316082914,test
158052,0.00011318043991492717,test
158107,4.7389187752313984e-05,test
158161,0.048614150431924345,test
158162,0.0010797210658160079,test
158165,0.0012389615772779342,test
158166,0.04404903143472399,test
158247,0.09628217756541657,test
158402,9.573109651335796e-05,test
158636,0.11015292157764034,test
158666,0.00015688639886103265,test
158667,0.0001706168450836414,test
158680,0.00017798048677193886,test
158682,0.00017539265246541873,test
158695,0.00036484427563916044,test
158713,0.0001570459678969799,test
158716,0.0001636202121780282,test
158958,0.053392685505575285,test
158961,0.03613452176596731,test
159015,0.00012806353776191866,test
159233,5.2569549572288195e-05,test
159289,0.0009580928534097402,test
159695,0.0006825706308871278,test
159696,0.0007826279255574509,test
159767,0.1216549345879584,test
159795,0.0006575774266508077,test
160097,0.006188237396674044,test
160161,0.0038290176479600533,test
160647,0.008438739006631996,test
160720,0.01665389175737706,test
161007,0.0005518835904459797,test
161348,0.0003450426969194658,test
161351,0.000555160387531235,test
161355,0.0020416670421232034,test
161387,0.0012628575097318525,test
161427,0.0017052082206963572,test
161863,0.00032898535869614533,test
161950,0.0007308928281790445,test
162008,0.008766186870735286,test
162168,0.008608072728938265,test
162178,0.000460668297649943,test
162183,0.006867902932465705,test
162184,0.006659455084883012,test
162491,0.0029404790600372024,test
162575,0.00046093487180411195,test
162645,0.00014322165753556253,test
162647,4.227828539504768e-05,test
16277,0.015792166399342167,test
163275,0.0003103608362769127,test
163391,0.021916474808368586,test
163394,0.014376821902933913,test
163430,0.011342643904988322,test
163439,0.0004990568531333887,test
163484,0.0001667843722967166,test
163488,0.0015335344654099005,test
163801,0.0007412619995914477,test
163879,3.288436238466643e-05,test
163909,0.03964767156862933,test
163930,0.0014968345257833184,test
164434,0.004981189626585914,test
164443,0.015022754544527192,test
164636,0.020853782574611426,test
165063,5.514236561659733e-05,test
165168,0.005103767744077,test
165307,0.0013832870770856447,test
165410,0.032567731423911714,test
165775,0.0018959317029507042,test
165803,0.010012751443254551,test
16592,0.000659012609332905,test
165931,0.006128370848952403,test
166650,0.0010288936346597123,test
167009,0.005730536144451642,test
167071,0.003278711913687086,test
167156,0.0010297055594602612,test
167157,0.007931531930326903,test
167264,0.0001891015099360905,test
167265,0.0003705774972366388,test
167577,0.01315484222564686,test
167685,0.007261989641904209,test
167918,0.00027387866145234366,test
167994,0.0001347513576509076,test
168113,0.00024439124225059903,test
