code,loss,phase
100393,0.0011539657223184026,test
100569,0.01188382322904771,test
100852,0.014765326512039741,test
10255,0.002134583153114103,test
102712,0.002007748296929052,test
103708,0.007203900880971042,test
104196,0.0054087022944901446,test
10441,0.016228598976354484,test
104616,0.12577900570843803,test
10510,0.11567757048821102,test
10672,0.49702142242469294,test
106998,0.151479711829583,test
107145,0.47145270617822266,test
107649,0.027405934991951656,test
107690,0.028045608772768016,test
108972,0.00038767015691076905,test
108973,0.00027527817576169844,test
109012,0.22861906234230817,test
109138,0.12204508557405656,test
109346,0.007582118919105371,test
109477,0.02208114160569187,test
109545,0.19578084075235597,test
110042,0.12242026335273387,test
110393,0.1462259529462766,test
11081,0.02840565189770911,test
1125,0.0013099688596333024,test
121,0.014179044530650255,test
1278,0.033066260760584734,test
130009,0.013524992641052313,test
13019,0.34617475662907465,test
13424,0.0071648552765163805,test
14123,0.003590878695994419,test
14279,0.013029189118969076,test
150099,0.004438858589544862,test
150171,0.006189619076797131,test
150184,0.016409886296737255,test
150211,0.00014547158094243323,test
150239,0.0030845811631944487,test
150315,0.01480566368704405,test
150458,0.0034962260984358283,test
150677,0.00040544520887398505,test
151433,0.00997874446577111,test
151494,0.0036626406460257017,test
151495,0.003413578724228854,test
151501,0.000550469057874359,test
151504,0.0006218489808607155,test
151518,0.0008776447159746076,test
15171,0.008821167790032903,test
152114,0.0059062235303129805,test
152218,0.00014421098555843998,test
152221,6.094129211121471e-05,test
152263,0.035511431901191624,test
152329,0.002612838774449732,test
152460,0.0002800389648812946,test
152461,0.0002449891568146995,test
153349,0.006963737279531876,test
153352,0.021020307881886257,test
153399,0.00517783405871523,test
153420,0.0009476729953623204,test
153687,0.0012090207942858006,test
153738,0.0016578190329440568,test
153739,0.0018053396680363144,test
153745,0.0010547419412004692,test
153757,0.000687104268790817,test
153759,0.0007389707759635302,test
153895,0.03911438058679374,test
153909,0.012337723922290031,test
153933,0.00257070691711118,test
153977,0.003973707340626383,test
154091,0.004619797673971624,test
154147,0.01798223264489609,test
154152,0.0011420177560913895,test
154161,0.00042887932976498757,test
154347,0.001668899694528489,test
154351,0.0010507423902465203,test
154352,0.0009111758022755432,test
154416,0.0012994551374471072,test
154479,0.007139098956831434,test
154482,0.010430693723567856,test
154524,0.0010178139117165744,test
154686,0.039893549618837135,test
154914,0.02783657990616632,test
