# h,k,F.real,F.imag
-14, -14, 5.635941e+00, 1.509051e-14
-14, -13, -6.106227e-16, 3.139081e-15
-14, -12, 3.732974e+00, 1.492317e-14
-14, -11, 5.967449e-15, -1.487283e-14
-14, -10, 2.594619e+00, 8.570407e-15
-14, -9, 7.008283e-15, 3.537591e-15
-14, -8, 2.485339e+00, 1.379957e-14
-14, -7, 5.648260e-15, 2.350945e-15
-14, -6, 1.085972e+01, 3.044916e-14
-14, -5, -1.998401e-15, 1.782874e-15
-14, -4, -2.224019e-01, 7.974946e-15
-14, -3, -6.966649e-15, 3.128272e-15
-14, -2, 5.293421e+00, 1.395191e-14
-14, -1, -8.881784e-16, -5.173026e-15
-14, 0, 9.162435e+00, 1.665458e-14
-14, 1, 4.329870e-15, 4.172312e-15
-14, 2, 5.293421e+00, 1.347888e-14
-14, 3, 3.941292e-15, -1.723482e-15
-14, 4, -2.224019e-01, -9.571399e-16
-14, 5, -7.216450e-16, 1.122144e-14
-14, 6, 1.085972e+01, 2.405537e-15
-14, 7, -1.401657e-15, 1.047296e-14
-14, 8, 2.485339e+00, 6.424733e-15
-14, 9, 3.316791e-15, -1.064026e-15
-14, 10, 2.594619e+00, 7.306801e-15
-14, 11, 7.355228e-16, 7.959348e-15
-14, 12, 3.732974e+00, -2.837438e-15
-14, 13, 5.551115e-17, 1.193270e-14
-14, 14, 5.635941e+00, 5.967449e-16
-13, -14, -8.770762e-15, -2.517202e-15
-13, -13, 5.237908e-01, -4.944344e-15
-13, -12, 1.104672e-14, -1.205509e-14
-13, -11, 9.999045e-01, 1.075154e-15
-13, -10, 6.050715e-15, 2.977450e-15
-13, -9, 7.073295e-01, 8.498218e-15
-13, -8, -3.094747e-15, -1.015681e-15
-13, -7, -3.399367e-01, 2.017739e-14
-13, -6, 2.581269e-15, 1.717317e-16
-13, -5, 2.369433e+00, 2.089374e-14
-13, -4, -1.165734e-15, -3.227467e-15
-13, -3, 9.613015e-02, 2.410696e-15
-13, -2, 5.717649e-15, -1.001491e-15
-13, -1, 1.154650e+00, 1.399923e-14
-13, 0, -7.882583e-15, -1.096193e-14
-13, 1, 1.154650e+00, 1.345849e-14
-13, 2, -8.326673e-16, -2.724670e-15
-13, 3, 9.613015e-02, 4.431322e-17
-13, 4, 2.914335e-15, -1.877900e-15
-13, 5, 2.369433e+00, 1.693739e-14
-13, 6, 2.720046e-15, -2.783459e-14
-13, 7, -3.399367e-01, 1.655662e-14
-13, 8, -2.886580e-15, -5.766232e-15
-13, 9, 7.073295e-01, 1.875125e-15
-13, 10, 4.815592e-15, 2.638427e-15
-13, 11, 9.999045e-01, 1.087726e-14
-13, 12, -2.220446e-16, -2.034252e-14
-13, 13, 5.237908e-01, 5.329071e-15
