# h,k,F.real,F.imag
-14, -14, 9.619840e+00, 1.865175e-14
-14, -13, 3.701985e+00, 2.976785e-15
-14, -12, -1.688495e+00, 5.551115e-16
-14, -11, -4.999646e+00, 2.792211e-14
-14, -10, 1.061184e-01, -1.210143e-14
-14, -9, -5.787868e+00, -3.819167e-14
-14, -8, 6.525389e+00, 4.279910e-14
-14, -7, -2.644794e+00, -1.154632e-14
-14, -6, -1.020927e+01, -3.452794e-14
-14, -5, -4.769022e+00, -3.322342e-14
-14, -4, -1.106129e+01, -1.854072e-14
-14, -3, 3.725560e+00, -1.032507e-14
-14, -2, -5.180288e-01, 2.042810e-14
-14, -1, -9.712109e+00, 9.436896e-15
-14, 0, -2.291140e+01, -5.195844e-14
-14, 1, -9.712109e+00, 2.209344e-14
-14, 2, -5.180288e-01, -7.105427e-15
-14, 3, 3.725560e+00, 4.107825e-15
-14, 4, -1.106129e+01, -3.552714e-14
-14, 5, -4.769022e+00, 7.521761e-15
-14, 6, -1.020927e+01, 7.105427e-15
-14, 7, -2.644794e+00, 3.885781e-15
-14, 8, 6.525389e+00, -1.215694e-14
-14, 9, -5.787868e+00, -6.439294e-15
-14, 10, 1.061184e-01, 7.605028e-15
-14, 11, -4.999646e+00, 1.282308e-14
-14, 12, -1.688495e+00, -2.564615e-14
-14, 13, 3.701985e+00, 1.184469e-14
-14, 14, 9.619840e+00, -4.440892e-16
-13, -14, -3.701985e+00, -1.060263e-14
-13, -13, -1.666292e+00, -6.281781e-14
-13, -12, -1.088862e+01, -1.576517e-14
-13, -11, -1.121177e+01, -4.707346e-14
-13, -10, 3.305645e+00, 2.936540e-14
-13, -9, 8.391800e+00, 5.173639e-14
-13, -8, -1.569362e+01, -6.095124e-14
-13, -7, 4.776854e+00, -8.992806e-15
-13, -6, 5.787304e+00, 4.296563e-14
-13, -5, -1.409460e+01, 6.744605e-15
-13, -4, -7.901921e+00, -6.272760e-14
-13, -3, 9.604800e+00, 2.720046e-15
-13, -2, -6.329277e-01, -5.995204e-14
-13, -1, 4.615109e+00, 1.110223e-14
-13, 0, -2.220446e-14, 3.902434e-14
-13, 1, 4.615109e+00, 4.440892e-16
-13, 2, -6.329277e-01, -3.697043e-14
-13, 3, 9.604800e+00, 4.607426e-15
-13, 4, -7.901921e+00, -2.364775e-14
-13, 5, -1.409460e+01, -1.412759e-14
-13, 6, 5.787304e+00, 6.217249e-15
-13, 7, 4.776854e+00, -4.996004e-15
