code,loss,phase
100149,0.012290076608156248,test
10052,0.05272644911212164,test
100614,0.006158057260128658,test
10180,0.0011634159638119527,test
102032,0.01955112854731324,test
102273,0.005944740679666372,test
102354,0.014560595684352765,test
102712,0.07563624304654423,test
103347,0.017086665510261168,test
10362,0.0037789223570862942,test
104129,0.019594909597570764,test
104393,0.0024248936707035778,test
106400,0.02163459516772339,test
106781,0.0014259915056709027,test
106950,0.003381265994449251,test
107528,0.0005458950583909849,test
107649,0.025977168862337894,test
107670,0.0017026325887278596,test
108406,0.02304692193206871,test
108966,0.052011064516953864,test
109266,0.11724300937439505,test
109346,0.016480000931131982,test
109702,0.002894663035251129,test
109708,0.007391867573469004,test
110020,0.00876631828052844,test
110040,0.11071855626441462,test
110042,0.11142883558907256,test
110244,0.02346931431120221,test
11550,0.00358940502901525,test
11804,0.00034486998690407385,test
1341,0.11798715018712423,test
1412,0.014474381472871415,test
14279,0.031213480279519618,test
1432,0.025283985951918015,test
150097,0.016050088157199792,test
150099,0.008705407963583569,test
150118,0.031896986735870214,test
150208,0.0006603454801037927,test
150237,0.0003172241821054407,test
150394,0.004366020017841608,test
150470,0.010721503598376043,test
150976,0.055293543198529624,test
15134,0.06406587066122353,test
151510,0.00020862618944636596,test
151587,0.002281541542015198,test
151769,0.0026150896364980263,test
152215,6.250413002211602e-05,test
152237,0.004850815153726948,test
152250,0.002908242360210001,test
152346,0.0036391276792580203,test
152456,0.0005893372591070407,test
152457,0.0007118055555555045,test
152465,0.0015751622723230358,test
152469,0.00012186193411187505,test
15246,0.004286426982711025,test
152470,0.00016633194714774332,test
152798,0.0030276459925269684,test
153125,0.00833946829344473,test
15313,0.002992894672421699,test
153225,0.0013987887396073695,test
153227,0.0004590341229935494,test
153230,0.0001294968431612836,test
153240,0.005285478391724276,test
153255,0.0017601938332011038,test
153259,0.004028145725201891,test
153386,0.036443455867334135,test
153463,0.0030953286070862338,test
153466,0.0645212863216674,test
153467,0.07272633365922927,test
153510,0.0007088291237144403,test
153686,0.0004817032511533722,test
153743,0.0009880026612360615,test
153755,0.0028132236925100897,test
153761,0.00030409165044693485,test
153762,0.00034783703233130407,test
153935,0.013572351792280064,test
154142,8.654649053248329e-05,test
154348,0.0026778603406743162,test
154726,0.03772260162107157,test
15490,0.0005600798070453536,test
154931,0.000980359304414116,test
155116,0.0028493388585518215,test
155444,0.055595269472678496,test
155540,0.005160388469878969,test
15583,0.039391064847353316,test
156091,0.0006106725778546301,test
156092,0.00039862128598375446,test
156368,0.013815091964329245,test
156385,0.011193704982758434,test
156437,0.01715666844633158,test
156464,0.0031661237564880027,test
