code,group,loss0,loss1,loss2,loss3,loss4
1000,F m -3 m,0.0002335593206339,0.0001728611366421,0.0003449610351187,0.0006887328115988,0.0006181826475994
100018,P -4 3 n,0.0008787992448817,0.0003642773362408,0.0006814085928488,0.0010610120656718,0.0020077201376874
10009,F -4 3 m,0.0018317061046231,0.009885270801795,0.0011475294583213,0.0015480787137158,0.0018940975976787
100098,I 2 3,0.0021561193411187,0.0094445448790731,0.0016213668946438,0.0026072745083022,0.0069935935847989
100099,I 2 3,0.0008594069138071,0.0022677247407848,0.0009027008091839,0.00128648592939,0.0032132604497069
1001,F m -3 m,0.0004237703046904,0.0004698116034097,0.0011495334576845,0.0008548319756824,0.001261887893178
100102,P -4 3 n,0.0060732125264322,0.0029673495470491,0.0023601668378748,0.0869414849081446,0.0818073333423406
100149,I -4 3 d,0.0004488273365412,0.0005251989544285,0.0122900766081562,0.0100459211526227,0.0003689217338283
100174,I -4 3 d,0.0007730781880767,0.00065149033725,0.0003323569585616,0.0002724932267637,0.000661490622597
100179,I -4 3 m,0.0081014410398045,0.0006509937959558,0.0013221768295247,0.0072807230467245,0.0017187265339652
100195,F d -3 m Z,0.0063043614159819,0.0009643413891291,0.0001163032998125,0.0011010535686394,0.0008071198952926
100202,P a -3,0.0032393509257256,0.0002910548602099,0.0007959406763624,0.0004521285383025,0.0036133507094629
100219,P 21 3,0.0005902214592944,0.0012673123017589,0.0011649393787845,0.0041456251426736,0.0010837468987288
100258,I a -3 d,0.0104894385948316,0.007030536632545,0.0065878114036666,0.0133820835510987,0.0077456067828478
100267,F -4 3 m,0.0048997568543348,0.0050975361039021,0.0062280958645712,0.0034013491655854,0.0077978384215203
100268,F -4 3 m,0.0208406613066479,0.0012797990481424,0.0015829342230151,0.001236125941645,0.0017596231392372
100290,I -4 3 m,0.0009254459672961,0.0030904354695308,0.0015134475397082,0.0008460697583261,0.0006218508581434
100309,F -4 3 m,0.0046895068152874,0.0025730460114499,0.0033127367253581,0.0045435818705545,0.0031886173587082
10035,F d -3 m S,0.0045297416032896,0.0047771327434159,0.0048820165321029,0.0031322847958117,0.0055941252688267
100393,F d -3 m Z,0.0002505280796448,0.0011539657223184,0.0036348024197424,0.0005295054411163,0.0003547304146842
100401,P a -3,0.0010449547274485,0.0002588801107146,0.0021840983636101,0.0009228290351067,0.002229623409566
100420,P 21 3,0.0007231321411836,0.0007078163296568,0.0014303721450283,0.0005757523022995,0.0279555996341554
10046,P 41 3 2,0.0040313033148308,0.0044550717422385,0.0397162233651124,0.0478652272413258,0.0126565081263815
100510,P a -3,0.0019927009368391,0.0126085932994523,0.0011680791342271,0.0099053079795032,0.0022985422148332
100517,P n -3 Z,0.0043395691035299,0.0024637599946535,0.0029078471921857,0.005100088269836,0.0025694988856449
100518,F d -3 m Z,0.0044921940704897,0.0194104158782067,0.0027563213742911,0.0071854894301472,0.0059475481560574
10052,F m -3 m,0.005687753808631,0.0056611667913182,0.0527264491121216,0.0657056912455558,0.0103683247579059
100522,I -4 3 d,0.0016819036323168,0.0016325076292771,0.0015961080548947,0.005710188276444,0.0035299918450837
100529,F d -3 m Z,0.0013942213106137,0.0003048106497501,0.0016817769157295,0.0009307652480416,0.0035284383935867
100530,F d -3 m Z,0.0023451720417026,7.339987925317852e-05,0.0023675107680939,0.0020070762296952,0.0047380805684715
100531,F d -3 m Z,0.0006269495581627,0.0009093642243968,0.0009383560409458,0.0003723843819083,0.0025030374435313
100532,F d -3 m Z,0.0001887391943603,0.0017850274684015,0.0002084769454657,9.399367130430428e-05,0.0012182363754325
100544,F d -3 m Z,0.0003327220900614,6.308796496540442e-05,0.0002916968909193,0.0007478324893069,0.0003454791651648
100545,F d -3 m Z,0.0002954017084774,9.13542117214502e-05,0.0002730573502378,0.000489147616001,0.0003171453362288
100547,F d -3 m Z,0.000148954879133,7.683249080882427e-05,0.0001094146106665,0.0002071834976331,0.0001824568675509
100548,F d -3 m Z,0.0001518956426014,8.539477754949844e-05,0.0001225293081386,0.0002666877297793,0.0001613083384395
100549,F d -3 m Z,0.0002218638489403,8.707776155805192e-05,0.0001884773134131,0.0003428800671616,0.000289840258254
100550,F d -3 m Z,0.0001668003292003,8.425714418733059e-05,0.0001323381106425,0.0002774464373678,0.0001826511663182
100551,F d -3 m Z,0.0001396566975442,7.713848790128776e-05,0.0001200944723784,0.0002353183345948,0.0002019749765715
100552,F d -3 m Z,0.0001734430943026,4.1487949346413125e-05,0.0001713996720011,0.000341138887387,0.0003188883932862
100569,I 2 3,0.0084495268121032,0.0118838232290477,0.0032421377520065,0.0046263587772731,0.0048278860219025
100570,I 2 3,0.0784104558643318,0.0896884489664446,0.0684043593885165,0.0702756498777522,0.0788130598057243
100614,I a -3 d,0.0023650947051613,0.0007164461985774,0.0061580572601286,0.0061146713778955,0.0131795782421419
100615,I a -3 d,0.0839539198415262,0.0028784104596189,0.0030661950556878,0.0102481936785136,0.0229944509398439
100616,I a -3 d,0.0005473330569973,0.0003642529315647,0.0022037309868799,0.0022929929669476,0.0079157899756096
100617,I a -3 d,0.0880202072595259,0.0082518414266751,0.0086554910145736,0.0208700914687258,0.130498495545586
100618,I a -3 d,0.0018368601844842,0.0019633637002594,0.0007830315413542,0.0012595412897082,0.0022950776894703
100619,I a -3 d,0.0022932435841983,0.001601410440095,0.0013821588301374,0.0007825209204392,0.0016106091256967
100620,I a -3 d,0.0013155218620843,0.0009500965674259,0.0007917515198481,0.0008387070552791,0.0013621075728084
100621,I a -3 d,0.0075066014648812,0.1121150490871905,0.1356761728511897,0.0681732555537487,0.0472577319645673
100622,I a -3 d,0.0030235572706411,0.0039114247299717,0.0046549535485148,0.007356530541138,0.0038192848754086
100728,F d -3 Z,0.0011947947454104,0.1083014589490796,0.0024502989385092,0.001717158064206,0.0018111742629036
100731,I a -3 d,0.0093298410241852,0.0159121191368713,0.0904682027720746,0.0199115987540868,0.0289696111096102
100787,P m -3 m,0.0034306122494954,0.0031488039455979,0.0205045779417773,0.0032550234209799,0.0048592610489356
100789,P m -3 m,0.0037807151621371,0.0031813757404003,0.0042607504475442,0.0130061586138749,0.012475077193868
100823,P n -3 Z,0.0086536259341363,0.0052866620185142,0.0143827484846586,0.0168383498083675,0.0197420913831215
100839,F d -3 m Z,0.0039417850856641,0.000293583560109,0.0027424801683847,0.000825575462262,0.0023753887852628
100840,F d -3 m Z,0.0039057534587058,0.0003572938443146,0.0030149762110726,0.0011634356752811,0.0018507717884947
100851,I m -3,0.0084574189088929,0.0007607500720875,0.0013756972228228,0.002033761804354,0.0025231412647778
100852,I m -3,0.0065454167267393,0.0147653265120397,0.0005394869536356,0.0028782762339005,0.0025686888381272
100856,P a -3,0.0038851699917099,0.0003412074082083,0.0014507247062428,0.0009386066581963,0.0020929553462009
100857,P a -3,0.0039621198126922,0.0003541268682718,0.0012103968425605,0.00083713858552,0.0017768462700644
100860,F d -3 m Z,0.0019715439599552,0.0004998115208093,0.002817620288771,0.0014368008998942,0.0046543650203651
100861,F d -3 m Z,6.195127024462684e-05,0.0030613939049883,0.000129905152165,6.645862618945444e-05,0.0009560850994809
100862,F d -3 m Z,0.0001283094618055,0.0030921559991949,8.342738520040862e-05,6.47380965253826e-05,0.0001881638071895
100863,F d -3 m Z,0.0002636240042892,0.0027366774873245,0.0003967965671256,0.0001173911851811,0.0013840680267205
100864,F d -3 m Z,0.0010699648272299,0.0070314855989882,0.0009073480226956,0.0007588183481112,0.0002990699190215
100878,P a -3,0.0022800012314976,0.0013167186298538,0.0025211588541667,0.0047388023836986,0.0012746552933366
10112,P m -3 m,0.000123711057646,0.0005442636996587,8.648172427672696e-05,0.0001890367436803,0.0001276458423442
10113,P m -3 m,0.0002373007452061,0.0002364409496948,0.0001614284845372,0.0006641460390834,0.0002722341617406
10122,P m -3 m,0.0030155975916713,0.0004834341058727,0.0002020679020689,0.0004960578938989,0.00117906405439
