code,loss,phase
100098,0.006993593584798923,test
100102,0.08180733334234065,test
100174,0.0006614906225970563,test
100179,0.001718726533965271,test
100532,0.0012182363754325229,test
100547,0.00018245686755094761,test
102148,0.015038224293240872,test
102353,0.007835215121587696,test
102381,0.015428564884900317,test
102382,0.015412669931637165,test
10335,0.017999427616481746,test
105162,0.0032554420550389633,test
105170,0.008506813034650177,test
106670,0.31923941419015545,test
107394,0.008324205984477957,test
107538,0.041929553837465904,test
107599,0.014695398667281036,test
107850,0.0020226604926591044,test
108781,0.3821054514789995,test
109346,0.09915282733804133,test
110021,0.0014938468302456087,test
110080,0.009703793875852634,test
11273,0.00010897438785562715,test
12962,0.001528200166402351,test
130019,0.0008579820561802679,test
14396,0.0042219854968639755,test
1458,0.0002840873251874277,test
150093,0.004195584330546081,test
150137,0.02912732445153345,test
150184,0.0163748899912301,test
150198,0.033850737809677685,test
150206,0.004369875018022009,test
150238,0.0009132717884947669,test
150395,0.0015477314164023238,test
150464,0.02929618040537195,test
150540,0.002215802853770183,test
150775,0.0028475873537220898,test
150777,0.07120553749609254,test
150922,0.00912914541582595,test
151467,0.0021646271866589597,test
151504,0.00043059985942907455,test
151732,0.0012031345741421709,test
151948,0.07966826348339076,test
152237,0.004108299129241307,test
152247,0.009866085910467169,test
152329,0.0018151343909193825,test
152717,0.005351967993079223,test
153056,0.05691426993974661,test
15310,0.04461773641748524,test
153227,0.0003682064890907331,test
153228,0.0012249213793973604,test
153242,0.003433931285443135,test
153243,0.007884763184532415,test
153340,0.07145238234693076,test
15336,0.0005421254745770709,test
153397,0.03770601582774698,test
153401,0.0010401873678392481,test
153462,0.018525812074983435,test
153714,0.0009199276945765497,test
153716,0.0007270368893574218,test
153717,0.0007849360447303599,test
153732,0.002622016809940978,test
153753,0.005051234801518705,test
153756,0.0003938839628988682,test
153758,0.00039814633344144947,test
153763,0.0019919706738392986,test
153935,0.013093434428766012,test
154142,9.685840482025837e-05,test
154146,0.010370608472402402,test
154159,0.0005055128285995687,test
154163,0.00013134690533688997,test
154349,0.0013202986081074393,test
154384,0.011776656664504332,test
154915,0.37038923487210296,test
154942,0.0013591583615676175,test
155116,0.0006742599000384149,test
155173,0.0013835508353157112,test
155184,0.00014455546694780932,test
155230,0.008051859185769882,test
155278,0.00014165881962466828,test
155335,0.00809765831501106,test
155666,0.0001606043573986069,test
155763,0.00031875041300220613,test
155906,0.0018740754382328554,test
156310,0.01172472820700038,test
156367,0.01950679745320176,test
156384,0.01510112734585274,test
156437,0.02576081859291076,test
156492,0.000804223247969503,test
156493,0.0006959612889273054,test
156500,0.006184302611976095,test
156531,0.0035746101634589315,test
157314,0.005478697721429522,test
157397,0.00043451211673394474,test
157560,0.025520740407835946,test
157640,0.000804223247969503,test
157836,0.0004924291062932413,test
157879,0.013791640947893102,test
15794,0.0025339478430771753,test
157957,0.05633717631890425,test
158055,0.00015791045661525484,test
158064,0.00018999415789601988,test
158180,0.14118928961366448,test
158197,0.0034389821147516454,test
158222,0.00013302613477989434,test
158223,0.0001366502291786826,test
158228,0.0001612445108251718,test
158372,0.01176490487432747,test
158402,0.00022768718011103656,test
158537,0.013868599216647725,test
158611,0.00011703356281237491,test
158638,0.015278792449118435,test
158663,8.09878562331796e-05,test
158665,0.00010537188220876228,test
158696,7.644670919838579e-05,test
158717,7.658656676518712e-05,test
159020,0.00010761992833284977,test
159291,0.003494310331363114,test
159712,0.0006811176140185804,test
159796,0.11866671153372381,test
159801,0.0023007743040537663,test
160162,0.00018092031159891661,test
160797,0.0004929575613946311,test
160865,0.0010924556135259327,test
160966,0.0014136408622885044,test
160999,0.0010184212126946224,test
161003,0.002593082250516524,test
161007,0.002888009945093165,test
161146,0.02628139943170952,test
161386,0.00500735237799156,test
161422,0.0034697676749928363,test
161538,0.00015281081795464458,test
161648,0.05092505549247931,test
161670,0.06436588954668786,test
161693,0.003606030245278337,test
161772,0.1542626774783155,test
161853,0.002928956298358968,test
162009,0.008995465986641157,test
162592,0.004567450582408034,test
162781,0.0022219762981786077,test
162958,0.0010042402186057617,test
163042,0.21813665604874907,test
163423,0.07823669550923976,test
163429,0.0011620840316824842,test
163435,0.0017416913341622934,test
163730,0.0005377936445717584,test
163801,0.0005778445339532602,test
163861,0.01748168710652181,test
163885,9.64360161956908e-05,test
163909,0.0661289330951454,test
164006,0.09040338864559024,test
164230,0.011269162363934729,test
164285,0.0014281869878772803,test
164286,0.0010356856437428114,test
16428,0.0018013645217584,test
164439,0.001842588712874812,test
164444,0.0007068551608756006,test
164765,0.005264465026972886,test
16491,0.0008657755956242929,test
165285,0.031878102209786506,test
165370,0.0919087366487601,test
165409,0.020953759146121888,test
165770,0.0005377936445717584,test
165803,0.017618599216649503,test
165931,0.0007439465139609838,test
166491,0.0070344254238154675,test
166493,0.00489829820561822,test
166545,0.008999276870674948,test
166546,0.02149162412743808,test
166566,0.03888157217926949,test
166922,0.032423796398920915,test
166924,0.04498624984230966,test
167046,0.03073162309118081,test
167263,0.00016516521590254985,test
167579,0.0014181876411715716,test
167684,0.0029697712418300963,test
167993,9.596294093617515e-05,test
167997,9.399460994569125e-05,test
16811,0.07756890941885207,test
168144,0.006474240488934428,test
168161,0.0002451674986784142,test
168855,0.017508649580390518,test
168888,0.0021042012086696987,test
168889,0.0025375071712201948,test
168919,0.047945246419646745,test
169139,0.0032786893862938008,test
169146,0.003171884198685659,test
169147,0.0031651729127619784,test
169151,0.0030620087150976054,test
169423,0.00860221842260213,test
169752,0.01616617744677647,test
169937,0.017572474378844884,test
169968,0.06906010552581832,test
170052,0.07097881148476401,test
170153,0.004815150535551221,test
170263,0.0026641824583693856,test
170289,0.006382778333453492,test
170300,0.006846438081206935,test
170303,0.0017764342064950727,test
170322,0.10458491588271264,test
17038,0.01322041665164909,test
170464,0.08551681876411975,test
170626,0.0076376151525249444,test
170675,0.000511492912882038,test
170687,0.0558654245437457,test
170784,0.0005761587340205517,test
170861,0.007449273942113657,test
170911,0.00021861896566226623,test
171003,0.00843683168733169,test
171191,0.002748647042303376,test
171538,0.00010010798130526404,test
171544,0.00010224245182141175,test
171546,0.00010074156424211561,test
171590,0.00015772085105489306,test
171835,0.0007078801572712009,test
171839,0.00275280240772758,test
171959,0.000635267798142494,test
172096,9.30559685577639e-05,test
172132,5.1019852640818546e-05,test
172147,9.379937253699976e-05,test
172281,0.00011651918733179277,test
172309,0.0001986925476379445,test
172793,0.002169732457167894,test
172837,0.0011868613483996282,test
173169,0.000865746497741242,test
173329,0.0015186823427287219,test
173330,0.0043111085580065794,test
