# h,k,F.real,F.imag
-14, -14, 1.027802e+00, -2.012586e-15
-14, -13, -1.032507e-14, -1.467650e-16
-14, -12, -2.126926e+00, -1.283223e-14
-14, -11, -1.210143e-14, -2.970898e-15
-14, -10, 1.315025e+00, 1.821508e-15
-14, -9, -1.043610e-14, 8.833374e-15
-14, -8, 5.556581e+00, 1.497121e-14
-14, -7, -2.220446e-15, -4.682365e-15
-14, -6, 1.616850e+00, -1.293534e-16
-14, -5, -1.143530e-14, -4.504058e-15
-14, -4, -3.063083e+00, -4.519723e-15
-14, -3, -5.773160e-15, 2.061064e-16
-14, -2, 1.826123e+00, 4.009531e-15
-14, -1, -5.440093e-15, -9.656303e-17
-14, 0, 6.968227e+00, 5.810034e-15
-14, 1, 8.992806e-15, 7.585359e-15
-14, 2, 1.826123e+00, 1.785903e-15
-14, 3, -1.021405e-14, -1.149061e-14
-14, 4, -3.063083e+00, 3.508919e-15
-14, 5, -1.199041e-14, -9.365277e-15
-14, 6, 1.616850e+00, 9.030504e-16
-14, 7, 1.332268e-15, 5.888141e-15
-14, 8, 5.556581e+00, -1.262963e-16
-14, 9, -7.216450e-15, -2.813223e-15
-14, 10, 1.315025e+00, 3.708269e-15
-14, 11, -1.099121e-14, 2.825493e-15
-14, 12, -2.126926e+00, 2.141131e-15
-14, 13, -6.661338e-15, -3.952822e-15
-14, 14, 1.027802e+00, 0.000000e+00
-13, -14, -1.010303e-14, 1.307907e-16
-13, -13, 7.504381e+00, 6.362769e-15
-13, -12, -5.551115e-15, -3.029800e-16
-13, -11, 8.508186e+00, 2.372734e-14
-13, -10, -6.661338e-15, 4.557694e-15
-13, -9, -5.894782e-01, 1.005119e-14
-13, -8, 7.771561e-16, -9.312832e-15
-13, -7, -6.477171e-01, 4.305056e-15
-13, -6, 2.109424e-15, 5.618192e-15
-13, -5, 1.173680e+01, 2.604359e-14
-13, -4, 5.218048e-15, 1.008941e-14
-13, -3, 1.256480e+01, 2.644425e-14
-13, -2, -6.661338e-15, -4.174572e-16
-13, -1, -7.823565e-01, -2.215122e-15
-13, 0, 1.487699e-14, 1.448143e-14
-13, 1, -7.823565e-01, 8.410538e-15
-13, 2, -4.884981e-15, 1.583454e-15
-13, 3, 1.256480e+01, 1.993465e-14
-13, 4, 2.775558e-15, 6.977767e-15
-13, 5, 1.173680e+01, 6.245856e-15
-13, 6, 2.442491e-15, 3.673680e-15
-13, 7, -6.477171e-01, 3.734008e-15
-13, 8, 6.439294e-15, -1.601834e-16
-13, 9, -5.894782e-01, 3.147572e-15
-13, 10, 5.773160e-15, 4.511733e-15
-13, 11, 8.508186e+00, 6.214630e-15
-13, 12, 4.218847e-15, 1.002631e-14
-13, 13, 7.504381e+00, 5.551115e-17
-13, 14, -6.439294e-15, 3.730777e-15
-12, -14, -2.126926e+00, -1.283754e-14
-12, -13, -5.773160e-15, -3.285436e-16
-12, -12, -2.419935e+00, -1.024674e-14
-12, -11, -6.217249e-15, -1.650927e-14
-12, -10, -2.748594e+00, -5.228583e-15
-12, -9, 3.330669e-16, 9.704584e-15
-12, -8, -3.108667e+00, -2.613750e-14
-12, -7, 1.298961e-14, -5.620787e-15
-12, -6, -3.481382e+00, -1.754833e-14
-12, -5, -9.103829e-15, -9.528888e-15
-12, -4, -3.824431e+00, 1.585117e-15
-12, -3, -3.108624e-15, -1.272272e-14
-12, -2, -4.073655e+00, -1.960000e-14
-12, -1, 1.176836e-14, 1.413624e-14
-12, 0, -4.165758e+00, -1.265399e-14
-12, 1, 5.995204e-15, -4.891501e-15
-12, 2, -4.073655e+00, -1.855427e-14
-12, 3, 5.329071e-15, -1.267816e-14
-12, 4, -3.824431e+00, -7.205410e-15
-12, 5, 4.884981e-15, -1.128501e-14
-12, 6, -3.481382e+00, -1.500614e-14
-12, 7, 3.663736e-15, -2.224508e-15
-12, 8, -3.108667e+00, -7.929359e-15
-12, 9, 0.000000e+00, -4.111850e-15
-12, 10, -2.748594e+00, -1.111788e-14
-12, 11, 5.107026e-15, -5.966113e-15
-12, 12, -2.419935e+00, 0.000000e+00
-12, 13, 4.218847e-15, -1.001034e-14
-12, 14, -2.126926e+00, -2.123011e-15
-11, -14, -1.221245e-14, -2.804364e-15
-11, -13, 8.508186e+00, 2.383836e-14
-11, -12, -6.217249e-15, -1.648385e-14
-11, -11, 9.843590e+00, 2.413502e-14
-11, -10, -1.110223e-16, 1.824760e-15
-11, -9, -6.843775e-01, -8.939327e-15
-11, -8, -2.109424e-15, -1.148823e-14
-11, -7, -7.823565e-01, -1.736022e-14
-11, -6, -1.332268e-14, 2.292077e-15
-11, -5, 1.469649e+01, 2.160787e-14
-11, -4, -4.440892e-15, -1.615696e-14
-11, -3, 1.610702e+01, 1.306655e-14
-11, -2, 4.440892e-16, -2.422083e-15
-11, -1, -1.052185e+00, 1.876415e-16
-11, 0, 2.664535e-15, -3.523170e-14
-11, 1, -1.052185e+00, -5.837807e-16
-11, 2, -4.440892e-16, -4.777585e-15
-11, 3, 1.610702e+01, 1.423896e-14
-11, 4, 7.549517e-15, 5.277074e-15
-11, 5, 1.469649e+01, 9.074396e-15
-11, 6, -7.327472e-15, -4.784731e-15
-11, 7, -7.823565e-01, 4.283810e-15
-11, 8, -2.109424e-15, -4.464942e-15
-11, 9, -6.843775e-01, 3.608022e-15
-11, 10, -3.330669e-15, -9.912431e-16
-11, 11, 9.843590e+00, 1.665335e-16
-11, 12, 4.662937e-15, 5.972712e-15
-11, 13, 8.508186e+00, -5.992585e-15
-11, 14, -1.110223e-14, -2.547938e-15
-10, -14, 1.315025e+00, 1.877019e-15
-10, -13, -6.883383e-15, 4.779739e-15
-10, -12, -2.748594e+00, -5.282945e-15
-10, -11, -4.440892e-16, 1.713738e-15
-10, -10, 1.826123e+00, 3.489765e-16
-10, -9, -3.774758e-15, 3.288587e-15
-10, -8, 8.024275e+00, 1.145973e-14
-10, -7, 5.329071e-15, -1.416113e-15
-10, -6, 2.465994e+00, 2.304955e-15
-10, -5, -1.776357e-15, -1.329269e-14
-10, -4, -4.982839e+00, -6.060428e-15
-10, -3, 1.487699e-14, 5.952193e-15
-10, -2, 2.999571e+00, 2.204049e-15
-10, -1, 2.220446e-15, -9.501236e-15
-10, 0, 1.181316e+01, 8.105714e-15
-10, 1, -8.215650e-15, -2.575890e-15
-10, 2, 2.999571e+00, 1.469366e-15
-10, 3, 3.330669e-15, -7.991866e-16
-10, 4, -4.982839e+00, -9.139423e-17
-10, 5, -4.440892e-16, -3.690422e-15
-10, 6, 2.465994e+00, 2.709274e-16
-10, 7, -2.664535e-15, 9.094959e-16
-10, 8, 8.024275e+00, -1.736634e-15
-10, 9, -1.165734e-14, 1.988298e-15
-10, 10, 1.826123e+00, -1.110223e-16
-10, 11, -3.441691e-15, 5.471539e-16
-10, 12, -2.748594e+00, 1.113443e-14
-10, 13, 5.884182e-15, -4.511733e-15
-10, 14, 1.315025e+00, -3.264179e-15
-9, -14, -1.065814e-14, 8.833374e-15
-9, -13, -5.894782e-01, 1.032875e-14
-9, -12, 2.220446e-16, 9.695211e-15
-9, -11, -6.843775e-01, -8.939327e-15
-9, -10, -3.996803e-15, 3.344098e-15
-9, -9, -3.276463e+00, 9.927987e-15
-9, -8, 5.551115e-15, -9.818384e-15
-9, -7, -3.924084e+00, -5.161831e-15
-9, -6, -1.687539e-14, -3.096762e-15
-9, -5, -1.207743e+00, 4.868194e-15
-9, -4, 1.487699e-14, 6.863723e-15
-9, -3, -1.424703e+00, 4.408805e-16
-9, -2, -8.881784e-16, -1.467636e-14
-9, -1, -5.795202e+00, -4.938759e-15
-9, 0, 7.771561e-15, -1.795351e-14
-9, 1, -5.795202e+00, -5.705160e-15
-9, 2, -2.220446e-15, -5.365751e-15
-9, 3, -1.424703e+00, -1.432348e-14
-9, 4, 5.995204e-15, -3.296160e-15
-9, 5, -1.207743e+00, -5.603493e-15
-9, 6, -9.103829e-15, 3.819335e-16
-9, 7, -3.924084e+00, -9.089069e-16
-9, 8, -1.110223e-15, -6.361122e-15
-9, 9, -3.276463e+00, 0.000000e+00
-9, 10, -1.121325e-14, -2.154832e-15
-9, 11, -6.843775e-01, -3.885577e-15
-9, 12, -4.440892e-16, 4.134920e-15
-9, 13, -5.894782e-01, -3.258594e-15
-9, 14, -7.105427e-15, 2.924245e-15
-8, -14, 5.556581e+00, 1.508411e-14
-8, -13, 1.443290e-15, -9.430221e-15
-8, -12, -3.108667e+00, -2.613750e-14
-8, -11, -2.664535e-15, -1.150906e-14
-8, -10, 8.024275e+00, 1.165294e-14
-8, -9, 5.107026e-15, -9.353637e-15
-8, -8, 2.409049e+01, 6.312500e-14
-8, -7, 1.243450e-14, 7.293948e-16
-8, -6, 1.181316e+01, 1.437099e-14
-8, -5, 1.243450e-14, -8.182240e-15
-8, -4, -6.810379e+00, -2.396983e-14
-8, -3, 5.995204e-15, -3.899997e-15
-8, -2, 1.581093e+01, 1.605606e-14
-8, -1, 3.108624e-15, -8.387313e-15
-8, 0, 4.124653e+01, 3.231305e-14
-8, 1, 5.773160e-15, 1.314241e-14
-8, 2, 1.581093e+01, 1.168694e-14
-8, 3, -1.554312e-15, -1.421189e-14
-8, 4, -6.810379e+00, 8.052956e-15
-8, 5, 2.664535e-15, -1.840255e-15
-8, 6, 1.181316e+01, 6.060441e-15
-8, 7, 9.769963e-15, 5.762191e-15
-8, 8, 2.409049e+01, 9.860761e-32
-8, 9, -6.661338e-16, 6.390638e-15
